COURSE,E10_GRADE_12,E10_GRADE_10,E10_GRADE_7,E10_GRADE_4,E10_GRADE_02,E10_GRADE_00,E10_GRADE_MINUS_3,E10_PASSED,E10_FAILED,E10_ABSENT
11968,0,18,12,2,0,0,0,No data,No data,No data
11969,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11970,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11981,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11982,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11990,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11993,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11994,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11995,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11996,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11997,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11998,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B01,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B02,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B03,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B04,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B05,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B11,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B12,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B13,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B17,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B21,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B22,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B23,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B24,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B25,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B26,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B27,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11B29,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11E16,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
11MIB,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12000,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12003,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12100,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12101,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12102,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12104,5,23,26,3,0,0,0,No data,No data,1
12105,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12106,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12107,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12108,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12109,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12110,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12111,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12115,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12121,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12122,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12123,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12124,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12125,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12130,4,9,25,6,0,2,0,No data,No data,3
12131,1,3,10,9,1,1,1,No data,No data,3
12132,4,6,2,0,0,0,0,No data,No data,No data
12134,2,15,14,11,1,1,0,No data,No data,2
12135,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12136,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12137,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12138,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12139,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12140,3,3,6,2,3,0,0,No data,No data,No data
12141,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12142,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12143,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12144,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12145,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12202,6,15,13,7,0,1,0,No data,No data,4
12203,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12205,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12210,4,29,28,4,0,0,0,No data,No data,6
12211,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12226,2,9,14,12,3,4,0,No data,No data,3
12227,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12228,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12231,No data,No data,No data,No data,No data,No data,No data,17,0,1
12233,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12236,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12237,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12238,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12240,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12242,4,1,15,1,0,0,0,No data,No data,No data
12245,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12250,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12320,1,7,13,4,0,0,0,No data,No data,4
12326,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12330,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12331,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12333,3,6,14,6,2,0,0,No data,No data,1
12335,2,4,2,3,1,0,0,No data,No data,2
12336,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12341,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12342,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12343,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12344,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12345,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12350,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12360,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12361,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12362,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12363,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12401,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12402,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12410,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12411,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12412,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12415,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12420,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12421,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12422,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12423,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12430,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12431,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12432,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12440,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12441,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12442,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12443,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12444,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12451,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12452,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12500,No data,No data,No data,No data,No data,No data,No data,35,1,1
12550,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12551,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12552,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12600,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12601,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12603,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12604,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12605,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12611,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12612,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12614,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12615,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12616,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12700,1,2,12,8,10,7,0,No data,No data,No data
12701,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12771,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12772,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12773,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12774,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12775,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12810,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12811,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12812,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12813,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12821,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12831,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12832,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12836,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12837,2,0,0,1,0,2,0,No data,No data,No data
12854,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12856,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12859,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12902,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12903,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12904,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12905,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12906,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12907,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12908,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12909,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12910,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12911,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12912,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12914,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12915,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12916,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12917,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12918,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12919,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12920,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12921,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12922,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12923,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12925,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12926,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12933,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12934,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12936,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12940,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12941,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12950,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12951,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12952,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12953,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12954,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
12B1B,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13000,10,24,3,1,0,0,0,No data,No data,2
13001,3,1,4,2,0,0,0,No data,No data,No data
13002,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13004,4,4,2,0,0,0,0,No data,No data,2
13006,3,4,0,2,1,0,0,No data,No data,2
13011,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13015,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13020,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13031,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13042,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13106,4,6,4,2,0,0,0,No data,No data,1
13111,1,5,2,0,0,0,1,No data,No data,No data
13120,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13123,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13125,2,4,10,2,0,1,0,No data,No data,5
13126,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13127,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13128,0,3,6,3,1,0,0,No data,No data,No data
13129,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13131,0,8,5,3,1,0,0,No data,No data,2
13132,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13133,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13134,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13135,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13141,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13150,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13160,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13231,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13232,1,3,6,1,2,0,0,No data,No data,No data
13233,2,1,0,2,0,1,0,No data,No data,No data
13235,4,4,6,0,0,0,0,No data,No data,No data
13236,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13240,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13250,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13251,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13300,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13301,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13321,4,4,5,2,0,0,0,1,0,No data
13351,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13352,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13400,2,6,6,0,3,0,0,No data,No data,1
13410,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13420,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13430,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13432,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13435,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13436,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13437,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13440,4,3,3,1,0,0,0,No data,No data,No data
13442,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13450,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13451,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13500,6,9,0,2,3,0,0,No data,No data,No data
13501,4,3,3,0,0,0,0,No data,No data,2
13502,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13506,6,5,3,0,2,0,0,No data,No data,4
13510,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13511,3,6,3,2,0,0,0,No data,No data,1
13515,0,5,5,1,0,0,0,No data,No data,1
13518,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13520,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13521,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13523,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13524,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13525,0,5,3,2,1,0,0,No data,No data,No data
13528,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13531,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13535,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13538,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13540,2,4,5,0,0,0,0,No data,No data,No data
13542,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13544,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13545,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13546,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13548,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13560,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13561,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13562,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13563,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13800,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13820,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13832,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13833,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13835,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
13841,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22000,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22001,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22002,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22003,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22004,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22005,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22006,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22007,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22050,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22051,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22052,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22053,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22054,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22055,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22056,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22057,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22058,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22059,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22060,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22061,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22062,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22100,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22101,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22102,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22104,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22107,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22110,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22111,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22112,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22113,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22115,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22116,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22117,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22118,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22123,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22125,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22126,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22136,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22140,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22141,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22142,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22145,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22150,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22160,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22161,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22163,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22166,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22168,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22172,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22175,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22176,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22179,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22180,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22200,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22201,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22202,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22203,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22204,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22205,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22206,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22207,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22208,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22210,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22211,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22212,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22213,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22222,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22230,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22231,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22232,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22233,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22234,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22235,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22236,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22237,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22238,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22239,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22281,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22282,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22283,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22284,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22285,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22400,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22403,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22431,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22432,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22433,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22434,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22435,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22436,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22437,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22438,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22439,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22440,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22441,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22442,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22443,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22444,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22445,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22446,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22447,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22448,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22449,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22450,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22451,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22452,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22453,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22455,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22460,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22461,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22462,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22466,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22475,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22476,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22481,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22485,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22486,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22487,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22488,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22490,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22506,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22507,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22508,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22510,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22511,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22512,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22513,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22525,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22530,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22600,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22601,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22602,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22603,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22604,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22605,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22610,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22611,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22612,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22620,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22649,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22650,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22651,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22652,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22653,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22654,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22655,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22656,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22680,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22681,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22700,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
22800,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
23061,1,4,3,1,0,0,0,No data,No data,No data
23101,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
23102,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
23151,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
23152,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
23153,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
23154,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
