COURSE,F26_LEARNING,F26_MOTIVATION,F26_FEEDBACK,F26_WORKLOAD
01001,,,,
01002,,,,
01003,,,,
01004,,,,
01005,,,,
01006,,,,
01007,,,,
01008,,,,
01009,,,,
01015,,,,
01016,,,,
01017,,,,
01018,,,,
01019,,,,
01020,,,,
01025,,,,
01034,,,,
01035,,,,
01036,,,,
01037,,,,
01125,,,,
01227,,,,
01233,,,,
01234,,,,
01235,,,,
01236,,,,
01237,,,,
01238,,,,
01246,,,,
01257,,,,
01325,,,,
01330,,,,
01400,,,,
01405,,,,
01409,,,,
01410,,,,
01415,,,,
01418,,,,
01425,,,,
01426,,,,
01427,,,,
01435,,,,
01450,,,,
01458,,,,
01527,,,,
01530,,,,
01543,,,,
01604,,,,
01605,,,,
01606,,,,
01615,,,,
01617,,,,
01618,,,,
01621,,,,
01622,,,,
01625,,,,
01650,,,,
01666,,,,
01715,,,,
01716,,,,
01815,,,,
01819,,,,
01820,,,,
01901,,,,
01902,,,,
01903,,,,
01904,,,,
01906,,,,
01907,,,,
01910,,,,
01911,,,,
01915,,,,
01917,,,,
01918,,,,
01920,,,,
01922,,,,
01964,,,,
01999,,,,
02001,,,,
02002,,,,
02003,,,,
02100,,,,
02101,,,,
02102,,,,
02103,,,,
02104,,,,
02105,,,,
02106,,,,
02110,,,,
02112,,,,
02113,,,,
02114,,,,
02115,,,,
02116,,,,
02118,,,,
02121,,,,
02122,,,,
02123,,,,
02128,,,,
02131,,,,
02132,,,,
02135,,,,
02137,,,,
02138,,,,
02139,,,,
02141,,,,
02142,,,,
02143,,,,
02148,,,,
02154,,,,
02155,,,,
02156,,,,
02157,,,,
02158,,,,
02159,,,,
02160,,,,
02161,,,,
02162,,,,
02165,,,,
02166,,,,
02170,,,,
02180,,,,
02182,,,,
02190,,,,
02191,,,,
02192,,,,
02193,,,,
02195,,,,
02196,,,,
02201,,,,
02203,,,,
02204,,,,
02205,,,,
02206,,,,
02207,,,,
02208,,,,
02209,,,,
02211,,,,
02213,,,,
02214,,,,
02217,,,,
02220,,,,
02221,,,,
02222,,,,
02223,,,,
02224,,,,
02225,,,,
02226,,,,
02228,,,,
02229,,,,
02231,,,,
02232,,,,
02233,,,,
02234,,,,
02238,,,,
02239,,,,
02241,,,,
02242,,,,
02243,,,,
02244,,,,
02245,,,,
02246,,,,
02247,,,,
02249,,,,
02255,,,,
02256,,,,
02257,,,,
02258,,,,
02261,,,,
02262,,,,
02263,,,,
02264,,,,
02265,,,,
02266,,,,
02267,,,,
02268,,,,
02269,,,,
02270,,,,
02271,,,,
02275,,,,
02276,,,,
02277,,,,
02278,,,,
02281,,,,
02282,,,,
02283,,,,
02284,,,,
02285,,,,
02286,,,,
02287,,,,
02288,,,,
02289,,,,
02291,,,,
02295,,,,
02298,,,,
02311,,,,
02312,,,,
02313,,,,
02314,,,,
02315,,,,
02316,,,,
02317,,,,
02318,,,,
02319,,,,
02320,,,,
02321,,,,
02322,,,,
02323,,,,
02324,,,,
02325,,,,
02326,,,,
02327,,,,
02328,,,,
02329,,,,
02332,,,,
02333,,,,
02334,,,,
02335,,,,
02337,,,,
02338,,,,
02339,,,,
02341,,,,
02342,,,,
02343,,,,
02344,,,,
02345,,,,
02346,,,,
02347,,,,
02349,,,,
02350,,,,
02351,,,,
02362,,,,
02363,,,,
02368,,,,
02369,,,,
02393,,,,
02402,,,,
02403,,,,
02404,,,,
02405,,,,
02406,,,,
02407,,,,
02409,,,,
02411,,,,
02413,,,,
02416,,,,
02417,,,,
02418,,,,
02419,,,,
02421,,,,
02424,,,,
02425,,,,
02426,,,,
02427,,,,
02428,,,,
02429,,,,
02431,,,,
02433,,,,
02435,,,,
02441,,,,
02443,,,,
02445,,,,
02450,,,,
02451,,,,
02452,,,,
02453,,,,
02454,,,,
02455,,,,
02456,,,,
02457,,,,
02458,,,,
